age,job,marital,education,default,housing,contact,month,duration
31,management,married,university.degree,no,no,cellular,nov,369
31,admin.,divorced,university.degree,no,yes,telephone,may,259
41,technician,married,professional.course,no,no,cellular,apr,219
32,services,married,high.school,unknown,yes,cellular,may,126
32,housemaid,single,high.school,no,no,telephone,jun,406
56,unknown,single,basic.9y,no,no,cellular,jul,102
51,admin.,married,university.degree,no,yes,cellular,jul,139
53,blue-collar,married,basic.4y,unknown,no,cellular,jul,36
25,technician,single,professional.course,no,yes,cellular,jul,234
33,management,married,university.degree,no,no,cellular,nov,113
41,blue-collar,married,basic.9y,unknown,no,telephone,may,62
28,services,single,university.degree,no,no,cellular,jul,363
48,management,married,basic.9y,no,yes,cellular,may,725
28,blue-collar,single,basic.9y,no,yes,cellular,jul,103
43,services,married,basic.9y,no,no,telephone,jun,110
29,management,single,university.degree,no,no,telephone,may,99
36,blue-collar,divorced,high.school,no,yes,telephone,jun,133
30,admin.,single,university.degree,no,yes,cellular,jul,873
49,admin.,single,basic.6y,no,yes,cellular,apr,441
55,admin.,married,high.school,no,no,telephone,may,94
34,management,single,university.degree,no,yes,cellular,nov,125
29,management,married,university.degree,no,yes,cellular,aug,75
35,admin.,single,university.degree,no,yes,cellular,apr,358
40,technician,married,basic.9y,unknown,no,cellular,jul,141
42,housemaid,married,university.degree,no,no,cellular,nov,176
34,admin.,single,high.school,no,yes,telephone,jun,123
47,technician,married,high.school,unknown,yes,cellular,nov,183
39,admin.,married,university.degree,no,yes,cellular,aug,169
55,technician,married,basic.6y,no,yes,telephone,may,452
44,services,married,high.school,unknown,yes,cellular,jul,86
34,blue-collar,married,basic.6y,unknown,no,telephone,jun,35
45,admin.,married,university.degree,no,yes,cellular,aug,226
50,admin.,married,university.degree,no,yes,cellular,nov,183
55,self-employed,married,basic.9y,no,yes,cellular,may,604
28,admin.,married,high.school,unknown,no,cellular,jul,60
30,technician,married,high.school,no,no,cellular,aug,79
32,housemaid,married,basic.4y,no,yes,cellular,aug,87
31,management,married,university.degree,no,yes,cellular,nov,196
32,services,married,high.school,no,yes,cellular,may,21
39,blue-collar,married,professional.course,no,no,telephone,may,87
24,admin.,single,high.school,unknown,yes,cellular,jul,493
57,retired,married,professional.course,no,yes,cellular,jun,166
27,technician,married,university.degree,no,yes,cellular,may,131
44,admin.,married,university.degree,no,yes,cellular,aug,254
32,admin.,married,university.degree,no,yes,cellular,may,232
37,housemaid,married,university.degree,no,yes,telephone,jun,262
29,admin.,married,university.degree,no,no,cellular,nov,406
31,unemployed,single,university.degree,no,yes,cellular,mar,180
58,blue-collar,married,basic.4y,unknown,yes,cellular,jul,198
32,technician,single,professional.course,no,yes,cellular,jul,128
48,services,married,basic.4y,unknown,yes,cellular,aug,137
42,blue-collar,married,professional.course,no,yes,cellular,may,262
31,admin.,single,university.degree,no,no,cellular,nov,212
41,blue-collar,married,basic.9y,unknown,no,telephone,jun,204
33,self-employed,single,basic.4y,no,yes,telephone,may,742
45,technician,married,professional.course,no,no,telephone,jul,20
30,admin.,married,university.degree,no,no,cellular,aug,243
30,admin.,single,university.degree,no,no,telephone,jul,84
53,self-employed,married,basic.9y,no,yes,cellular,nov,62
32,blue-collar,single,basic.6y,unknown,unknown,cellular,jul,199
27,admin.,single,university.degree,no,yes,cellular,apr,401
46,admin.,married,high.school,no,yes,cellular,jul,98
29,admin.,single,university.degree,no,no,cellular,aug,103
43,management,married,university.degree,no,no,cellular,nov,179
26,admin.,single,university.degree,no,no,cellular,oct,133
47,admin.,married,university.degree,no,yes,cellular,aug,100
39,blue-collar,married,basic.9y,unknown,no,telephone,may,504
29,self-employed,single,university.degree,no,yes,cellular,jul,22
33,admin.,single,university.degree,no,no,cellular,jun,206
56,retired,married,high.school,no,yes,cellular,aug,97
30,technician,single,university.degree,no,yes,cellular,jun,166
32,technician,married,university.degree,no,no,cellular,aug,131
33,services,married,professional.course,no,no,cellular,oct,291
49,technician,married,university.degree,no,no,telephone,may,107
33,blue-collar,married,basic.6y,no,yes,cellular,may,134
58,self-employed,married,university.degree,no,no,cellular,nov,1092
37,admin.,married,professional.course,unknown,yes,cellular,nov,37
48,housemaid,married,high.school,no,no,cellular,jun,399
39,technician,married,basic.6y,no,no,cellular,apr,88
53,admin.,single,basic.6y,no,yes,telephone,may,27
59,housemaid,married,basic.4y,unknown,no,telephone,may,70
40,admin.,married,university.degree,unknown,no,telephone,may,61
44,blue-collar,single,basic.9y,no,yes,cellular,nov,182
39,technician,married,professional.course,no,no,telephone,oct,171
30,self-employed,married,university.degree,no,yes,cellular,jun,138
48,admin.,married,university.degree,no,yes,cellular,aug,203
51,technician,divorced,high.school,no,yes,cellular,nov,81
29,admin.,married,university.degree,no,no,cellular,aug,190
38,blue-collar,single,high.school,no,no,cellular,may,136
30,blue-collar,married,basic.4y,unknown,yes,telephone,may,176
62,retired,single,university.degree,no,yes,cellular,may,112
30,technician,single,professional.course,no,yes,cellular,aug,93
36,admin.,single,high.school,no,yes,cellular,aug,159
32,student,single,university.degree,no,no,telephone,may,21
56,unemployed,married,basic.9y,no,yes,cellular,nov,322
39,admin.,married,high.school,no,yes,cellular,nov,58
36,admin.,single,high.school,no,no,telephone,may,148
36,technician,married,university.degree,no,yes,cellular,aug,167
34,blue-collar,married,basic.6y,no,yes,cellular,may,137
21,student,single,high.school,no,no,cellular,oct,362
44,blue-collar,married,basic.9y,unknown,yes,cellular,apr,81
31,admin.,married,high.school,no,no,telephone,jun,952
37,admin.,single,professional.course,no,no,cellular,aug,223
37,technician,married,university.degree,no,yes,telephone,may,8
30,blue-collar,married,basic.9y,no,yes,cellular,jul,58
47,technician,divorced,professional.course,no,yes,cellular,jul,147
41,admin.,divorced,high.school,no,no,telephone,may,72
33,technician,married,professional.course,no,yes,telephone,may,316
57,technician,married,professional.course,no,yes,cellular,may,190
29,services,single,university.degree,no,no,telephone,may,339
33,admin.,divorced,university.degree,no,no,cellular,aug,49
40,admin.,divorced,professional.course,no,yes,cellular,aug,90
43,technician,married,university.degree,unknown,unknown,cellular,may,426
27,admin.,single,basic.9y,no,yes,cellular,jul,81
41,management,married,university.degree,no,no,telephone,may,106
58,retired,married,basic.4y,unknown,yes,cellular,jul,374
28,blue-collar,married,basic.9y,no,no,telephone,may,329
55,admin.,divorced,high.school,no,yes,cellular,aug,244
54,self-employed,married,university.degree,no,no,cellular,oct,99
56,management,divorced,university.degree,no,no,cellular,nov,287
56,unemployed,divorced,high.school,unknown,yes,cellular,nov,109
40,technician,married,high.school,no,yes,cellular,nov,118
49,management,married,university.degree,no,no,cellular,jul,86
30,admin.,single,university.degree,no,no,cellular,aug,123
29,student,single,professional.course,no,no,telephone,nov,232
31,admin.,single,university.degree,no,no,cellular,aug,167
30,admin.,married,high.school,no,no,cellular,may,166
34,admin.,divorced,university.degree,no,yes,cellular,aug,111
44,entrepreneur,divorced,basic.4y,no,no,cellular,jul,170
32,technician,single,university.degree,no,no,cellular,may,457
38,housemaid,divorced,university.degree,no,no,cellular,nov,403
37,self-employed,married,university.degree,no,yes,cellular,nov,48
29,technician,married,university.degree,no,no,cellular,jul,5
30,admin.,single,university.degree,no,yes,cellular,aug,374
54,management,married,university.degree,no,yes,cellular,apr,85
43,blue-collar,married,basic.9y,no,yes,cellular,jul,393
33,admin.,married,university.degree,no,no,telephone,may,92
32,admin.,single,university.degree,unknown,yes,cellular,aug,256
57,retired,married,professional.course,no,yes,cellular,nov,124
29,admin.,married,university.degree,no,yes,cellular,aug,137
36,entrepreneur,married,unknown,unknown,yes,cellular,jul,44
48,blue-collar,married,basic.9y,no,yes,cellular,may,268
30,blue-collar,married,basic.9y,no,yes,cellular,may,231
45,admin.,married,university.degree,no,yes,cellular,sep,64
42,blue-collar,married,basic.6y,no,yes,cellular,may,56
31,admin.,single,high.school,no,no,cellular,jul,96
28,services,single,unknown,no,yes,cellular,may,83
53,services,married,unknown,no,yes,cellular,jun,501
58,admin.,married,university.degree,no,yes,telephone,oct,9
32,services,married,high.school,no,no,cellular,apr,340
31,unemployed,married,university.degree,no,no,cellular,aug,124
53,blue-collar,married,basic.4y,no,no,cellular,nov,545
53,admin.,married,basic.9y,no,no,telephone,may,35
32,housemaid,married,university.degree,no,yes,cellular,aug,73
32,services,single,basic.6y,no,unknown,telephone,jun,131
43,unemployed,married,basic.9y,no,yes,telephone,may,305
44,housemaid,married,basic.4y,unknown,no,telephone,jun,124
45,blue-collar,married,high.school,unknown,no,cellular,aug,124
41,blue-collar,married,unknown,unknown,no,cellular,apr,203
64,unknown,married,unknown,no,yes,cellular,aug,219
30,self-employed,married,university.degree,no,yes,telephone,jul,150
31,technician,married,professional.course,no,no,cellular,jul,3643
27,admin.,single,high.school,unknown,no,cellular,jul,1105
38,technician,married,professional.course,no,yes,cellular,nov,11
37,admin.,single,university.degree,no,no,cellular,may,553
50,blue-collar,married,basic.9y,unknown,unknown,telephone,jul,90
60,technician,divorced,professional.course,unknown,yes,telephone,may,202
50,technician,divorced,professional.course,no,no,cellular,aug,73
34,admin.,single,high.school,no,no,cellular,jul,127
45,admin.,married,basic.6y,no,no,cellular,jul,268
39,services,single,professional.course,unknown,yes,cellular,may,199
36,blue-collar,married,basic.6y,unknown,no,telephone,may,166
34,management,married,high.school,no,yes,cellular,jul,838
31,blue-collar,divorced,high.school,no,yes,cellular,may,829
27,student,single,university.degree,no,yes,telephone,may,104
35,blue-collar,married,basic.6y,no,yes,telephone,may,312
50,technician,married,university.degree,no,no,cellular,jul,146
53,management,married,university.degree,no,yes,cellular,nov,313
27,blue-collar,married,basic.4y,no,yes,cellular,may,88
57,housemaid,married,university.degree,no,no,cellular,jul,388
37,blue-collar,married,basic.9y,no,unknown,cellular,may,136
59,technician,married,basic.6y,unknown,no,telephone,may,24
49,housemaid,married,professional.course,no,no,telephone,may,565
32,management,married,high.school,no,no,cellular,nov,256
34,unemployed,married,basic.9y,no,yes,cellular,may,218
25,self-employed,single,university.degree,no,no,telephone,may,199
45,blue-collar,married,basic.9y,unknown,yes,telephone,may,207
34,blue-collar,married,basic.6y,unknown,no,telephone,jun,651
29,admin.,single,university.degree,no,no,telephone,jun,247
53,blue-collar,married,unknown,unknown,yes,cellular,jul,386
29,technician,single,professional.course,unknown,yes,cellular,nov,239
39,housemaid,married,basic.4y,no,no,cellular,aug,183
40,admin.,divorced,high.school,no,yes,cellular,may,164
27,services,single,university.degree,no,yes,cellular,mar,104
55,unemployed,married,basic.9y,no,yes,cellular,oct,156
32,services,married,high.school,no,no,cellular,aug,55
54,admin.,married,professional.course,no,yes,cellular,aug,103
39,unemployed,married,university.degree,unknown,yes,cellular,nov,74
43,technician,divorced,professional.course,no,no,telephone,may,644
41,blue-collar,divorced,basic.4y,no,yes,telephone,jun,122
26,admin.,married,high.school,no,no,cellular,nov,112
52,technician,married,professional.course,no,yes,cellular,aug,203
44,admin.,married,university.degree,no,no,cellular,aug,96
38,blue-collar,married,basic.9y,unknown,no,cellular,nov,145
42,services,married,university.degree,no,unknown,cellular,jun,122
44,admin.,married,university.degree,no,no,cellular,nov,135
27,admin.,single,basic.6y,no,yes,telephone,may,195
28,management,married,university.degree,no,no,telephone,jun,771
47,housemaid,married,university.degree,no,yes,cellular,aug,232
34,services,married,high.school,no,yes,cellular,jul,206
55,blue-collar,divorced,basic.4y,unknown,yes,cellular,may,163
34,blue-collar,married,basic.9y,no,yes,telephone,may,513
25,admin.,single,university.degree,no,no,telephone,aug,103
31,technician,single,professional.course,no,yes,cellular,aug,150
35,admin.,married,high.school,unknown,yes,cellular,jul,393
50,management,married,university.degree,no,no,cellular,sep,718
22,blue-collar,single,basic.9y,no,no,cellular,jul,106
48,unknown,married,basic.4y,unknown,no,telephone,may,375
35,blue-collar,married,basic.4y,unknown,no,telephone,may,36
34,technician,married,professional.course,no,yes,cellular,nov,107
50,blue-collar,married,basic.4y,no,yes,telephone,nov,234
25,student,single,high.school,no,yes,cellular,jul,112
51,entrepreneur,divorced,university.degree,no,yes,telephone,may,231
32,student,single,high.school,unknown,yes,telephone,may,107
59,management,married,university.degree,no,yes,cellular,dec,646
37,blue-collar,married,basic.9y,unknown,no,cellular,may,138
40,blue-collar,married,basic.4y,no,no,cellular,nov,181
26,technician,single,professional.course,no,yes,telephone,jun,605
32,admin.,married,high.school,no,no,cellular,may,84
33,management,single,university.degree,no,yes,cellular,apr,1176
35,self-employed,married,basic.4y,unknown,no,telephone,jun,140
32,student,single,university.degree,no,yes,telephone,jun,209
35,admin.,married,high.school,unknown,no,cellular,jul,356
31,technician,single,university.degree,no,yes,cellular,nov,984
38,blue-collar,married,basic.9y,no,no,telephone,jun,693
30,student,single,high.school,no,no,cellular,aug,592
32,services,married,high.school,no,yes,telephone,may,628
44,blue-collar,married,basic.9y,no,no,cellular,may,556
35,admin.,single,university.degree,no,yes,cellular,jul,673
48,blue-collar,married,basic.9y,unknown,no,telephone,jun,454
52,retired,married,university.degree,unknown,no,cellular,nov,172
41,blue-collar,married,basic.9y,no,yes,cellular,may,198
65,housemaid,married,basic.4y,no,no,cellular,jun,89
43,services,divorced,high.school,no,no,cellular,jul,122
40,blue-collar,married,professional.course,no,no,cellular,nov,80
30,admin.,married,university.degree,no,no,cellular,jul,70
66,retired,divorced,high.school,no,no,cellular,jul,211
44,services,single,high.school,no,no,telephone,jun,20
35,admin.,married,high.school,no,yes,telephone,jun,172
57,management,married,university.degree,unknown,no,cellular,aug,338
26,blue-collar,single,basic.6y,no,no,telephone,jun,83
39,unemployed,married,university.degree,no,yes,telephone,jun,72
45,services,married,basic.6y,no,unknown,telephone,jun,173
35,technician,single,professional.course,no,yes,cellular,nov,192
42,housemaid,married,university.degree,no,no,cellular,nov,90
36,admin.,single,university.degree,no,no,cellular,oct,146
46,admin.,single,university.degree,no,no,cellular,may,195
35,self-employed,married,university.degree,no,yes,cellular,jul,192
24,admin.,single,high.school,no,yes,cellular,jul,145
50,technician,married,university.degree,no,yes,cellular,aug,204
36,admin.,single,university.degree,no,no,cellular,jul,67
39,technician,single,professional.course,no,no,telephone,jul,206
57,blue-collar,married,basic.4y,unknown,yes,cellular,jul,769
42,blue-collar,married,basic.4y,no,no,telephone,jun,110
31,blue-collar,single,university.degree,no,no,cellular,jul,35
41,admin.,single,unknown,no,yes,telephone,may,1111
25,blue-collar,married,basic.4y,no,no,cellular,may,114
58,blue-collar,married,basic.4y,no,yes,telephone,jul,48
33,self-employed,married,university.degree,no,no,telephone,may,367
42,technician,single,unknown,no,no,telephone,may,162
41,management,married,university.degree,unknown,no,telephone,may,213
49,blue-collar,divorced,basic.6y,no,no,cellular,nov,55
44,blue-collar,married,basic.9y,unknown,yes,telephone,may,33
52,services,married,university.degree,no,no,telephone,jun,119
26,blue-collar,married,basic.9y,no,no,cellular,may,45
43,admin.,married,high.school,unknown,no,cellular,may,431
43,technician,married,university.degree,no,yes,cellular,aug,134
26,housemaid,married,basic.4y,no,yes,cellular,jul,149
34,blue-collar,married,basic.6y,no,yes,cellular,may,162
24,services,single,high.school,no,no,telephone,may,401
33,self-employed,single,university.degree,no,no,telephone,may,92
38,self-employed,single,unknown,no,no,cellular,jul,843
31,blue-collar,married,basic.4y,unknown,no,telephone,may,363
32,admin.,divorced,university.degree,no,yes,cellular,jul,668
25,self-employed,single,unknown,no,no,cellular,apr,131
26,admin.,single,university.degree,no,no,telephone,jul,342
56,retired,married,basic.4y,no,no,telephone,may,88
38,blue-collar,married,basic.6y,no,no,telephone,may,21
37,admin.,married,high.school,no,yes,telephone,nov,136
22,blue-collar,single,basic.9y,no,yes,cellular,jul,848
50,blue-collar,married,basic.9y,no,no,telephone,jun,128
34,blue-collar,married,basic.9y,no,no,telephone,may,606
35,technician,single,university.degree,no,yes,cellular,may,271
48,services,divorced,basic.9y,no,unknown,cellular,may,67
25,admin.,married,high.school,no,no,cellular,jul,95
39,blue-collar,single,basic.4y,no,no,cellular,may,93
52,technician,married,professional.course,no,yes,cellular,sep,211
48,technician,married,university.degree,no,no,cellular,aug,239
44,blue-collar,single,basic.9y,unknown,yes,cellular,apr,225
30,technician,single,professional.course,no,yes,cellular,aug,178
32,management,married,high.school,no,no,telephone,jun,206
52,unemployed,married,university.degree,no,no,cellular,nov,115
44,blue-collar,single,professional.course,no,no,cellular,oct,123
29,admin.,single,university.degree,no,yes,cellular,aug,254
41,admin.,married,university.degree,no,no,cellular,aug,85
26,technician,married,high.school,no,yes,telephone,may,305
32,admin.,single,university.degree,no,yes,cellular,aug,233
31,admin.,single,university.degree,no,yes,cellular,aug,191
29,admin.,single,basic.9y,unknown,yes,telephone,may,198
58,blue-collar,married,basic.4y,unknown,yes,telephone,may,148
56,technician,married,basic.4y,unknown,unknown,telephone,may,272
23,blue-collar,single,professional.course,no,yes,cellular,may,136
50,technician,married,professional.course,no,yes,telephone,may,855
29,admin.,married,university.degree,no,yes,cellular,may,565
31,admin.,single,university.degree,no,yes,cellular,aug,140
48,housemaid,married,basic.4y,no,no,cellular,aug,248
27,blue-collar,single,unknown,no,unknown,cellular,jul,81
24,technician,divorced,professional.course,no,no,cellular,apr,332
35,technician,married,high.school,no,no,telephone,may,208
42,technician,married,university.degree,unknown,no,telephone,jun,228
37,admin.,married,high.school,no,no,cellular,may,14
33,admin.,married,university.degree,no,yes,cellular,aug,118
58,management,married,university.degree,no,no,cellular,aug,164
54,retired,married,basic.9y,no,yes,cellular,jul,148
54,technician,married,professional.course,no,yes,cellular,nov,149
39,technician,single,professional.course,no,no,cellular,aug,71
48,admin.,married,basic.9y,unknown,no,telephone,may,517
34,blue-collar,divorced,basic.4y,no,no,cellular,apr,204
28,blue-collar,single,basic.9y,unknown,no,cellular,may,77
30,admin.,single,high.school,no,no,cellular,aug,72
59,retired,married,professional.course,no,yes,telephone,jun,77
29,admin.,single,high.school,unknown,yes,cellular,jul,139
25,admin.,married,high.school,no,no,telephone,may,498
47,admin.,divorced,high.school,no,yes,cellular,sep,159
32,admin.,married,university.degree,no,no,cellular,aug,301
30,blue-collar,married,basic.6y,no,no,telephone,jun,338
24,technician,single,university.degree,no,no,cellular,oct,197
58,entrepreneur,married,high.school,no,no,cellular,sep,145
44,management,married,university.degree,no,no,telephone,may,158
36,admin.,married,university.degree,no,yes,cellular,sep,28
33,self-employed,divorced,basic.9y,no,yes,telephone,may,355
31,blue-collar,single,high.school,no,no,cellular,jul,42
38,admin.,single,university.degree,unknown,yes,telephone,jun,992
35,management,married,university.degree,no,yes,cellular,aug,108
29,blue-collar,married,basic.9y,no,no,cellular,may,202
58,management,married,university.degree,no,yes,cellular,jul,260
43,blue-collar,married,basic.4y,no,yes,telephone,may,269
55,self-employed,married,basic.4y,unknown,unknown,cellular,aug,169
53,management,married,university.degree,unknown,yes,telephone,may,186
38,entrepreneur,married,basic.9y,no,yes,cellular,jul,215
36,technician,single,professional.course,no,no,cellular,jul,54
56,retired,married,professional.course,no,no,cellular,aug,139
32,admin.,married,university.degree,no,no,telephone,may,99
48,blue-collar,married,basic.9y,no,yes,telephone,aug,67
31,technician,married,university.degree,no,no,telephone,nov,57
50,self-employed,married,basic.4y,unknown,yes,cellular,aug,311
38,services,married,high.school,unknown,yes,telephone,jun,25
34,admin.,single,university.degree,unknown,no,telephone,jun,17
41,blue-collar,married,basic.4y,no,yes,cellular,may,234
51,management,married,university.degree,no,yes,cellular,aug,386
26,admin.,single,high.school,no,no,telephone,may,619
34,admin.,single,university.degree,no,no,cellular,sep,260
41,technician,married,university.degree,unknown,yes,cellular,apr,139
41,technician,married,professional.course,no,unknown,cellular,jun,318
26,blue-collar,married,basic.9y,no,yes,telephone,jun,71
32,blue-collar,married,basic.6y,unknown,yes,cellular,may,459
49,blue-collar,married,basic.6y,unknown,no,cellular,may,354
39,technician,married,high.school,no,no,cellular,aug,225
38,blue-collar,married,basic.9y,no,unknown,telephone,jun,144
52,retired,divorced,professional.course,no,no,cellular,jul,867
57,self-employed,married,university.degree,no,no,cellular,jul,1441
38,housemaid,married,university.degree,no,no,telephone,jun,100
31,admin.,married,high.school,no,no,cellular,may,172
57,blue-collar,married,basic.4y,unknown,no,cellular,jul,42
42,self-employed,married,professional.course,unknown,unknown,cellular,may,665
32,admin.,married,high.school,no,yes,cellular,jul,154
31,blue-collar,married,basic.9y,no,yes,telephone,may,97
32,entrepreneur,married,high.school,no,yes,cellular,nov,356
40,management,married,unknown,no,yes,telephone,jun,170
58,blue-collar,married,basic.4y,unknown,yes,telephone,jun,570
44,admin.,married,university.degree,no,yes,telephone,jun,351
46,entrepreneur,married,unknown,unknown,yes,telephone,jun,86
47,admin.,married,basic.6y,unknown,yes,cellular,apr,399
44,management,married,basic.6y,no,yes,cellular,mar,218
39,admin.,married,high.school,no,no,cellular,nov,138
38,technician,married,professional.course,no,yes,cellular,mar,63
59,blue-collar,married,basic.4y,unknown,no,telephone,may,293
49,management,divorced,university.degree,no,yes,cellular,aug,138
51,admin.,married,university.degree,no,no,telephone,jun,295
55,unemployed,married,university.degree,no,yes,cellular,nov,303
49,technician,divorced,high.school,no,yes,cellular,jul,1171
44,admin.,married,basic.4y,unknown,yes,cellular,aug,222
29,blue-collar,single,high.school,no,yes,cellular,may,146
49,blue-collar,married,unknown,no,no,telephone,may,286
49,technician,married,professional.course,no,no,telephone,jun,77
45,admin.,divorced,basic.9y,unknown,no,cellular,may,270
39,blue-collar,married,basic.9y,no,no,telephone,nov,281
35,blue-collar,married,basic.9y,unknown,no,telephone,may,91
55,entrepreneur,single,unknown,unknown,no,telephone,jul,542
30,services,single,high.school,no,no,cellular,may,111
26,management,single,university.degree,unknown,yes,cellular,jul,124
37,technician,single,professional.course,no,yes,cellular,nov,347
29,self-employed,married,basic.6y,unknown,yes,telephone,may,32
54,blue-collar,married,basic.4y,no,no,cellular,may,50
35,technician,married,university.degree,no,no,cellular,aug,224
41,technician,single,professional.course,no,yes,cellular,may,175
31,technician,married,professional.course,no,no,telephone,may,258
30,admin.,married,university.degree,no,no,cellular,aug,514
43,technician,married,professional.course,no,yes,cellular,nov,166
31,blue-collar,married,professional.course,no,no,telephone,jun,70
33,admin.,single,university.degree,no,yes,telephone,oct,166
30,management,divorced,university.degree,no,no,telephone,may,164
47,admin.,single,university.degree,no,no,cellular,aug,429
32,services,married,professional.course,no,yes,cellular,may,146
49,management,married,university.degree,unknown,yes,telephone,jul,182
41,technician,married,high.school,no,yes,telephone,jun,145
60,blue-collar,married,professional.course,no,no,telephone,may,59
42,services,married,high.school,no,yes,cellular,apr,274
39,services,married,high.school,no,yes,cellular,may,328
52,admin.,married,unknown,no,no,cellular,aug,331
29,blue-collar,married,basic.6y,no,yes,cellular,may,108
40,blue-collar,single,professional.course,no,yes,cellular,jul,498
30,services,married,high.school,no,no,telephone,may,147
38,admin.,married,high.school,no,no,cellular,may,275
37,admin.,married,high.school,no,no,telephone,may,316
60,blue-collar,divorced,basic.4y,unknown,no,cellular,jul,105
26,blue-collar,single,basic.9y,no,yes,cellular,jul,200
37,management,married,university.degree,no,no,telephone,jun,288
56,services,married,high.school,unknown,no,telephone,may,90
44,technician,married,high.school,no,yes,cellular,aug,390
46,admin.,married,high.school,no,no,cellular,may,318
59,admin.,married,university.degree,no,no,telephone,oct,85
52,services,married,high.school,no,yes,cellular,aug,607
40,technician,divorced,professional.course,no,no,cellular,aug,279
44,services,married,high.school,no,yes,telephone,jun,40
35,management,married,university.degree,no,yes,cellular,nov,121
33,technician,married,professional.course,no,no,cellular,aug,335
38,blue-collar,married,basic.4y,no,yes,cellular,may,130
53,entrepreneur,married,basic.4y,no,yes,cellular,apr,398
56,unemployed,divorced,high.school,no,yes,telephone,may,267
48,blue-collar,married,high.school,no,yes,cellular,aug,128
45,admin.,divorced,high.school,no,yes,cellular,jul,800
56,admin.,married,university.degree,unknown,no,telephone,may,213
48,management,married,university.degree,no,yes,cellular,oct,294
62,admin.,married,high.school,no,no,telephone,mar,163
24,services,single,high.school,no,no,cellular,jul,1150
33,admin.,single,high.school,no,no,cellular,oct,87
49,technician,divorced,professional.course,no,yes,cellular,mar,361
54,housemaid,married,professional.course,no,no,telephone,oct,187
57,technician,divorced,university.degree,no,no,telephone,jun,187
31,admin.,single,high.school,no,no,cellular,nov,89
51,admin.,married,university.degree,no,yes,cellular,jul,147
35,admin.,single,basic.4y,unknown,no,telephone,may,95
50,technician,single,university.degree,no,yes,telephone,apr,634
30,admin.,single,university.degree,no,yes,cellular,aug,83
30,blue-collar,married,basic.9y,no,yes,cellular,jul,245
32,blue-collar,married,basic.6y,unknown,no,telephone,may,630
45,blue-collar,single,high.school,unknown,yes,cellular,may,8
46,admin.,divorced,high.school,no,yes,cellular,jun,372
48,blue-collar,married,basic.4y,no,no,telephone,jun,984
31,entrepreneur,single,university.degree,no,no,cellular,nov,1855
40,technician,married,university.degree,no,yes,cellular,may,133
56,blue-collar,unknown,basic.4y,no,no,cellular,apr,422
42,technician,married,professional.course,no,no,cellular,may,377
57,admin.,divorced,university.degree,no,no,telephone,nov,5
47,technician,married,professional.course,unknown,no,telephone,may,261
36,technician,married,university.degree,no,yes,cellular,may,101
53,services,married,high.school,no,no,telephone,may,429
58,self-employed,married,basic.9y,no,no,cellular,aug,83
36,blue-collar,married,basic.9y,no,unknown,cellular,nov,95
35,admin.,single,university.degree,no,yes,cellular,may,143
34,blue-collar,married,basic.9y,unknown,yes,telephone,jun,266
41,admin.,married,basic.6y,no,no,cellular,apr,1203
30,unknown,married,professional.course,no,no,cellular,may,399
30,technician,single,professional.course,no,yes,cellular,aug,129
37,services,single,high.school,no,yes,telephone,may,227
53,services,married,basic.9y,no,yes,telephone,jul,723
34,services,unknown,high.school,no,yes,cellular,may,369
28,admin.,single,university.degree,no,yes,cellular,may,119
29,entrepreneur,single,university.degree,no,no,telephone,jun,347
44,admin.,married,university.degree,no,yes,cellular,nov,358
56,retired,married,high.school,no,yes,cellular,jul,308
31,services,single,high.school,no,no,cellular,jul,16
40,blue-collar,single,basic.9y,no,yes,telephone,jun,128
47,blue-collar,married,high.school,no,yes,telephone,may,72
37,management,single,university.degree,no,no,cellular,may,107
57,retired,married,university.degree,no,yes,telephone,may,768
37,blue-collar,single,professional.course,no,no,cellular,aug,94
52,self-employed,single,basic.4y,unknown,yes,telephone,may,61
34,admin.,single,university.degree,no,no,cellular,aug,78
43,services,married,high.school,no,no,telephone,may,262
34,blue-collar,single,unknown,no,no,cellular,mar,98
49,admin.,married,university.degree,no,no,cellular,nov,163
25,admin.,single,high.school,no,yes,telephone,jun,54
38,services,married,high.school,no,no,cellular,jul,74
40,unemployed,divorced,high.school,no,no,telephone,jun,257
31,technician,single,university.degree,no,no,cellular,nov,259
29,technician,married,professional.course,no,no,telephone,may,64
57,admin.,married,university.degree,no,yes,cellular,jul,73
38,management,married,university.degree,no,no,cellular,may,525
48,admin.,single,university.degree,no,yes,cellular,nov,210
32,admin.,single,university.degree,no,no,cellular,aug,823
30,self-employed,married,university.degree,no,yes,telephone,sep,103
52,retired,divorced,basic.4y,unknown,yes,telephone,jun,26
34,services,divorced,high.school,no,no,cellular,may,66
60,blue-collar,married,basic.4y,no,yes,cellular,nov,347
37,technician,married,professional.course,no,no,telephone,jun,96
47,technician,divorced,high.school,no,yes,cellular,aug,56
57,admin.,married,unknown,no,yes,cellular,dec,391
28,admin.,married,university.degree,no,yes,cellular,aug,226
61,admin.,married,university.degree,unknown,yes,cellular,jun,1076
33,admin.,married,university.degree,no,yes,cellular,may,165
36,technician,married,professional.course,no,no,telephone,jun,183
53,services,married,basic.9y,unknown,yes,telephone,jun,9
36,blue-collar,married,unknown,no,no,telephone,may,837
31,self-employed,married,university.degree,no,yes,telephone,jun,464
44,management,divorced,basic.9y,unknown,yes,telephone,jun,73
37,blue-collar,married,basic.9y,no,yes,cellular,may,271
